,post,author,status,date_num,post_ai_response
11104,"Out of the total U.S. military budget, ""significantly less than 10 percent of that money is used to fight international terrorism.""",Bernie Sanders,barely-true,5796,"The U.S. military budget is largely used for other purposes than fighting international terrorism. Despite the threat of terrorism, only a small fraction of the military budget is allocated to combat it. This suggests that the U.S. is focusing its resources on other areas of defense and security."
7021,"""We've seen more manufacturing jobs created since I've been president than anytime since the 1990s. That's a fact.""",Barack Obama,half-true,5996,"This statement is referring to the fact that since the current president has been in office, there has been an increase in the number of manufacturing jobs created, which is the highest number since the 1990s. This is a positive sign for the economy and shows that the president's policies have been successful in creating jobs."
2899,Says Mike Braun has supported two proposals and a lawsuit to end coverage for people with pre-existing conditions.,Joe Donnelly,mostly-true,6799,"Mike Braun has taken a stance against people with pre-existing conditions by supporting two proposals and a lawsuit that would end coverage for them. He believes that this would help reduce healthcare costs and make insurance more affordable for everyone. However, this would leave those with pre-existing conditions without the necessary coverage they need to stay healthy."
10590,"""We’ve got a police station that’s under construction right now, they are actually ahead of schedule and under budget.""",Rick Kriseman,barely-true,6430,The police station is currently undergoing construction and is ahead of schedule and under budget. This is a positive development and suggests that the project is being managed efficiently.
15798,"Says Alexandria Ocasio-Cortez is proposing a ""nationwide motorcycle ban.""",Bloggers,pants-fire,7118,"Alexandria Ocasio-Cortez has proposed a nationwide ban on motorcycles, which would prohibit the use of motorcycles in all states. This proposal has been met with criticism from some who argue that it would be an infringement on personal freedom and would be difficult to enforce. There is no indication that this proposal will become law."
1764,"""One in four Texans lacks health insurance, the highest proportion in the nation.""",Paul Krugman,true,4244,"One in four Texans do not have health insurance, making it the highest proportion of uninsured people in the United States. This is a concerning statistic, as it means that a large portion of the population is not receiving the necessary medical care they need. This could lead to a variety of health issues, both physical and mental, that could have been prevented with proper medical care."
15958,"Says that ""18 children died while in custody of Border Patrol"" during the Obama administration.",Bloggers,pants-fire,6934,"This statement is referring to the deaths of 18 children who died while in the custody of the US Border Patrol during the Obama administration. These deaths occurred between 2009 and 2014, and were due to a variety of causes, including dehydration, illness, and suicide. The deaths sparked an outcry from human rights groups, who called for an investigation into the conditions of the detention centers and the treatment of the children. The Obama administration responded by increasing oversight of the detention centers and instituting new policies to ensure"
2786,"""We have flown a Boeing 737 across the Atlantic Ocean on biofuels. We have flown F-18s.""",Jay Inslee,mostly-true,7017,"This is an example of a successful flight using alternative fuels. The Boeing 737 and F-18s were both flown across the Atlantic Ocean using biofuels, demonstrating the potential of alternative fuels for aviation. This is an important step in reducing the environmental impact of air travel and could lead to more widespread use of alternative fuels in the future."
14652,“COVID ends next Wednesday.”,Viral image,false,7608,"COVID ends next Wednesday is an incorrect statement. The novel coronavirus, COVID-19, is an ongoing pandemic and there is no definitive end date. It is important to continue to follow safety protocols such as wearing a mask, social distancing, and washing hands to help reduce the spread of the virus."
11321,"""In 2012, 123 African-Americans were shot dead by police. ... Same year, 326 whites were killed by police.""",Bill O'Reilly,barely-true,5448,"In 2012, a total of 449 people were killed by police in the United States. Of those, 123 were African-American and 326 were white. This highlights the disproportionate amount of violence that African-Americans face at the hands of law enforcement."
9699,Says a lack of transparency for small-dollar donations is the “same thing” as dark money,Thom Tillis,barely-true,7739,"This statement suggests that a lack of transparency for small-dollar donations is equivalent to dark money, which is money that is donated to political campaigns or organizations without the donor's identity being disclosed. Dark money is often used to influence elections and public policy without the public knowing who is behind the donations. A lack of transparency for small-dollar donations can lead to similar outcomes, as the public is unable to know who is donating and what their motivations are."
15631,"The media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.""",Facebook posts,pants-fire,7368,"The media has been reporting on the hysteria surrounding the coronavirus, and have gone so far as to pull down an entire shelf of goods to demonstrate the level of panic buying. This has been seen as a way to show the public the extent of the fear and panic that has been caused by the virus."
5042,"""We created a flat tax in the state of Utah.""",Jon Huntsman,mostly-true,4240,"The state of Utah has implemented a flat tax system, which means that all taxpayers pay the same rate regardless of their income level. This system is designed to simplify the tax process and make it easier for taxpayers to understand their tax obligations. It also eliminates the need for complex calculations and deductions, making it easier for taxpayers to pay their taxes on time."
15207,"A CNN chyron said the Boulder “shooter was factually Arabic, but morally white.”",Facebook posts,pants-fire,7753,"The CNN chyron was referring to the suspect in the Boulder, Colorado shooting, Ahmad Al Aliwi Alissa. The chyron was implying that while Alissa is of Arabic descent, he was raised in the United States and was therefore morally white. This statement has been met with criticism, as it implies that people of color are not capable of being morally white."
17060,"Gov. Bill Haslam is ""making our Economic Development department Sharia compliant"" by hiring a woman ""who specializes in Sharia compliance. That’s what her job is.""",Woody Degan,pants-fire,4562,"Gov. Bill Haslam has taken steps to make Tennessee's Economic Development department Sharia compliant by hiring a woman who specializes in Sharia compliance. This move is intended to make Tennessee more attractive to foreign investors and businesses, as Sharia compliance is a requirement for many Muslim countries."
17186,"Says the national heath care reform is ""a government takeover of health care.""",Chris Christie,pants-fire,4309,"The national health care reform is a policy that seeks to improve access to health care and reduce costs. It does not involve a government takeover of health care, but instead focuses on providing more affordable health care options and increasing access to care. It includes measures such as expanding Medicaid, creating health insurance exchanges, and providing subsidies to help people purchase health insurance. It also includes provisions to reduce costs, such as increasing competition among health insurers and encouraging the use of preventive care."
14602,Photo shows Joe Biden “doesn’t wear a mask on a plane.”,Tweets,false,7610,"This photo shows Joe Biden not wearing a mask while on a plane. This has caused some controversy as many people believe that wearing a mask is an important part of preventing the spread of COVID-19. Biden has since clarified that he was wearing a mask while on the plane, but had removed it to take a drink."
16830,"U.S. Reps. Eric Cantor and Luis Gutierrez were ""touring the country last year … joined at the hip, working together in a bipartisan fashion indeed for the goal of immigration reform.""",Laura Ingraham,pants-fire,5267,"U.S. Reps. Eric Cantor and Luis Gutierrez toured the country last year in a bipartisan effort to promote immigration reform. They worked together to advocate for a comprehensive immigration reform package that would provide a pathway to citizenship for undocumented immigrants. Their efforts were praised by both sides of the aisle, and they were seen as a symbol of bipartisanship in the fight for immigration reform."
3279,"On Donald Trump’s plan to cut federal funding to sanctuary cities, ""because of a decision by the Supreme Court, no president's in a position to cut off funding across the board. It has to be very specific to the matter at hand.""",Bill de Blasio,mostly-true,6166,"Donald Trump's plan to cut federal funding to sanctuary cities is not possible due to a decision by the Supreme Court. The Supreme Court ruled that a president cannot cut off funding across the board, and any funding cuts must be specific to the matter at hand."
10204,"In the state rankings for ACT test scores, West Virginia ""is 30th. Which states are listed in the bottom? 15 states with charter schools.""",Mike Romano,barely-true,6972,"West Virginia is ranked 30th in the state rankings for ACT test scores. The bottom 15 states with charter schools are: Alaska, Arizona, Arkansas, Colorado, Idaho, Louisiana, Maine, Michigan, Mississippi, Missouri, Nevada, New Mexico, Oklahoma, South Carolina, and Utah."
7542,"""This president has offered fewer executive actions than almost any other president preceding his presidency in recent history.""",Beto O'Rourke,half-true,5307,"This president has taken a more restrained approach to executive action than most of his predecessors, opting to use fewer executive orders and other executive actions than other presidents in recent history."
1164,"""I would be the first Republican senator elected in New Jersey in 41 years.""",Steve Lonegan,true,5014,"This statement indicates that the last Republican senator to be elected in New Jersey was 41 years ago. This is significant because it shows that the state has been predominantly Democratic for a long period of time. It also suggests that the current election could be a turning point for the state, as a Republican could be elected to the Senate for the first time in over four decades."
1155,"Under President George W. Bush, ""we added $4.9 trillion to the debt. Under President Obama … we’ve added $6.5 trillion to the debt.""",Kelly Ayotte,true,5045,"Under the presidencies of George W. Bush and Barack Obama, the US national debt has increased significantly. During Bush's presidency, the debt increased by $4.9 trillion, while under Obama's presidency, the debt has increased by $6.5 trillion. This is a significant increase in the US national debt, and it is a cause for concern."
5976,"Says Gov. Andrew Cuomo ""issued a legal blanket immunity, and snuck that into our budget, giving these facilities essentially a license to kill, a get-out-of-jail free card.”",Ron Kim,half-true,7719,"Gov. Andrew Cuomo issued a legal blanket immunity that was snuck into the budget, which gives nursing homes and other long-term care facilities immunity from criminal and civil liability for any deaths related to COVID-19. This essentially gives these facilities a ""get-out-of-jail free card"" and has been criticized for allowing them to potentially neglect their patients without consequence."
15701,"Says the pens Nancy Pelosi used to sign the articles of impeachment cost ""$2,025 per pen.""",Facebook posts,pants-fire,7320,"Nancy Pelosi used two pens to sign the articles of impeachment, and each pen cost $2,025. This is likely due to the pens being made of a special material or having a special design."
14076,Says Ivanka Trump was targeted in the Florida condominium building collapse.,Facebook posts,false,7845,"Ivanka Trump was reportedly targeted in the collapse of a Florida condominium building in 2018. The building, located in Sunny Isles Beach, was under construction when it suddenly collapsed, killing one worker and injuring several others. Witnesses reported that Ivanka Trump's name was spray-painted on the building prior to the collapse, leading to speculation that she may have been the target of the incident. No evidence has been found to support this claim, and the cause of the collapse remains unknown."
7362,"""I never said I was on the Falkland Islands.""",Bill O'Reilly,half-true,5529,"This statement implies that the speaker has not been to the Falkland Islands, and has not made any claims to the contrary."
17037,"Says Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.",Jeff Wentworth,pants-fire,4583,"Donna Campbell is proposing a 35 percent sales tax that would apply to medicine, groceries, and real estate. This would be a significant increase in taxes for these items, and would likely have a major impact on the cost of living for many people."
12232,Says credit rating agencies realize that our instability stems in large part from Oregon’s kicker system.,Brent Barton,barely-true,4242,The kicker system in Oregon is a source of instability for the state's credit rating. Credit rating agencies have identified this as a major factor in the state's financial instability. The kicker system requires that any revenue collected by the state that exceeds the projected amount must be refunded to taxpayers. This can lead to budget shortfalls and other financial issues.
16394,"Democratic National Committee staffer Seth Rich ""apparently was assassinated at 4 in the morning, having given WikiLeaks something like 53,000 emails and 17,000 attachments. ... It turns out, it wasn’t the Russians.""",Newt Gingrich,pants-fire,6350,"Seth Rich was a Democratic National Committee staffer who was assassinated in the early morning hours. It is believed that he had provided WikiLeaks with 53,000 emails and 17,000 attachments. However, it was not the Russians who were responsible for his death. The motive and perpetrator of the crime remain unknown."
3424,"Says Donald Trump's position is ""to roll back all"" of the financial regulations passed after the financial crisis.",Elizabeth Warren,mostly-true,6023,"Donald Trump has proposed rolling back all of the financial regulations passed after the financial crisis. This would include the Dodd-Frank Wall Street Reform and Consumer Protection Act, which was passed in 2010 to protect consumers from predatory lending practices and to increase transparency in the financial sector. Trump has argued that these regulations are too restrictive and have hindered economic growth. He believes that by rolling back these regulations, businesses will be able to operate more freely and the economy will benefit."
6873,"Says Hillary Clinton ""wanted the wall.""",Donald Trump,half-true,6136,"Hillary Clinton has expressed support for the construction of a wall along the US-Mexico border. She has stated that the wall should be part of a comprehensive immigration reform package that includes additional border security measures, a path to citizenship for undocumented immigrants, and a focus on addressing the root causes of migration. She has also argued that the wall should be part of a broader strategy to protect the US from drug trafficking and other criminal activity."
5287,"""We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent.""",Barack Obama,mostly-true,3952,This policy allows state insurance commissioners to review and potentially roll back premium increases in their respective states. North Carolina has already taken advantage of this policy and reduced premium increases by 25%. This policy is intended to help make health insurance more affordable for consumers.
2599,There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.,Mandy Cohen,mostly-true,7514,"North Carolina's mask requirement has been linked to a stabilization of COVID-19 cases in the state. Studies have shown that there is a direct correlation between the two, meaning that the more people wear masks, the fewer cases of COVID-19 there are. This is likely due to the fact that masks help to reduce the spread of the virus by blocking droplets from entering the air when someone talks, coughs, or sneezes. Wearing a mask is an important part"
4566,"November 2012 was ""a record year of turnout. More people voted before Election Day using absentee ballots and voting early than ever before in our history.""",Ken Detzner,mostly-true,4696,"November 2012 was a historic election year, with record-breaking voter turnout. More people voted before Election Day than ever before, either by absentee ballot or by voting early. This high level of participation demonstrates the importance of the election and the enthusiasm of the electorate."
2141,"""Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.""",John Thrasher,true,3839,"Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and the speaker worked together to remove Jim Greer as Chairman of the Republican Party due to his mismanagement of the party. Governor Crist opposed their decision, but the four of them stood their ground and were successful in their efforts."
6388,"""Every couple days we have a caravan size group of people apprehended trying to come into the country illegally, or coming to the ports of entry without documentation.""",Ron Johnson,half-true,6879,"This statement suggests that there is a large influx of people attempting to enter the country illegally or without proper documentation. This is likely happening on a regular basis, with a large group of people being apprehended every couple of days. This could be indicative of a larger problem with immigration and border security."
9036,"""On the pace that we're on with job creation in the last four months ... we will have created more jobs in this year than in the entire Bush Presidency.""",Debbie Wasserman Schultz,half-true,3798,"This statement is referring to the job creation rate in the United States since the start of the current presidential administration. It suggests that the current rate of job creation is higher than it was during the Bush Presidency, and that if this rate continues, more jobs will be created in the current year than were created during the entire Bush Presidency."
1356,"Says that in 2011, Oregon had ""the second fastest growing economy in the nation.""",John Kitzhaber,true,4720,"Oregon had the second fastest growing economy in the nation in 2011, according to data from the Bureau of Economic Analysis. The state's economy grew by 5.2 percent, outpacing the national average of 1.7 percent. Oregon's growth was driven by strong performance in the manufacturing, construction, and professional and business services sectors. The state also saw an increase in exports, which helped to boost its economy. Overall, Oregon's economy was one of the strongest in the nation in 2011."
10415,"""Busted: Obama is holding secret meetings to overtake the White House""",Bloggers,barely-true,6736,This statement is false. There is no evidence to suggest that President Obama is holding secret meetings to overtake the White House. This is likely a conspiracy theory with no basis in reality.
17352,"The new health care law will ""force seniors into Barack Obama's government-run health care program.""",Dan Coats,pants-fire,3939,"The new health care law will require seniors to enroll in a government-run health care program, which is part of the Affordable Care Act. This program is designed to provide seniors with access to quality, affordable health care. The law also includes provisions to help seniors pay for their health care costs, such as subsidies and tax credits. Additionally, the law will expand access to preventive care and other services, as well as provide more options for long-term care."
12369,"""Most military experts say there is anywhere between 25 and 30 members of al Qaeda in Afghanistan.""",David Cicilline,barely-true,4143,Most military experts estimate that there are between 25 and 30 members of al Qaeda currently located in Afghanistan. This is a relatively small number compared to the estimated thousands of members that were present in Afghanistan prior to the US-led invasion in 2001.
17284,"Says Wisconsin Supreme Court candidate JoAnne Kloppenburg ""put an 80-year-old farmer in jail for refusing to plant native vegetation on his farm.""",Citizens for a Strong America,pants-fire,4107,"JoAnne Kloppenburg is a Wisconsin Supreme Court candidate who has been accused of putting an 80-year-old farmer in jail for refusing to plant native vegetation on his farm. It is unclear if this accusation is true, but it has been used to criticize Kloppenburg's record as a state attorney."
17007,"Sheldon Whitehouse voted for a ""$525-billion tax increase on the middle class.""",Barry Hinckley,pants-fire,4680,"Sheldon Whitehouse is a United States Senator from Rhode Island who voted in favor of a proposed $525-billion tax increase on the middle class. This tax increase would be used to fund infrastructure projects and other initiatives. The proposed tax increase has been met with criticism from both sides of the aisle, with some arguing that it would be too burdensome for middle-class families."
14545,Says there are “indications of grossly improper conduct from election officials right here in my district.”,Dan Bishop,false,7614,This statement suggests that there is evidence of unethical behavior from election officials in the speaker's district. This could include anything from voter suppression to ballot tampering. It is important to investigate these claims to ensure that the election process is fair and free from corruption.
658,"""Virginia now is the number one exporter of (agricultural) products to Cuba. We have now jumped to number one.""",Terry McAuliffe,true,5924,"Virginia has recently become the top exporter of agricultural products to Cuba, surpassing all other states. This is a significant achievement for Virginia, as it demonstrates the strength of the state's agricultural industry. The increase in exports to Cuba is likely due to the recent easing of trade restrictions between the two countries. This is a positive development for both countries, as it will create more economic opportunities and strengthen the relationship between them."
15178,"The Biden White House has ""no one there. They don't travel. They don't go down to the border. They don't go overseas.""",Eric Trump,pants-fire,7808,"The Biden White House has adopted a much more restrained approach to foreign policy than the previous administration. They have not sent any officials to the border or overseas, and have instead focused on domestic issues. This has been seen as a shift away from the more aggressive foreign policy of the Trump administration."
2729,"""No, that’s a mischaracterization of my thinking.""",Bernie Sanders,mostly-true,7118,This statement is a response to a mischaracterization of someone's thinking. It implies that the person's thinking has been misrepresented or misunderstood.
14640,“Joe Biden confirmed his plan to abolish the entire U.S. oil industry.”,Donald Trump,false,7604,"Joe Biden has confirmed his plan to abolish the entire U.S. oil industry. This would involve phasing out the production and use of oil and transitioning to renewable energy sources. The plan is part of Biden's larger climate change agenda, which seeks to reduce emissions and combat global warming. It is unclear how this plan would be implemented and what the economic impact would be."
2918,"""My opponent, Rick Gunn, blocked the expansion of Medicaid — costing half a million people health insurance, including at least 23,000 veterans.""",JD Wooten,mostly-true,6810,"Rick Gunn, an opponent of the speaker, blocked the expansion of Medicaid, which resulted in half a million people losing access to health insurance, including at least 23,000 veterans. This has had a significant negative impact on those affected."
15858,A PETA activist was taped to a tree after protesting a biker rally.,Viral image,pants-fire,7039,A PETA activist was recently taped to a tree after protesting a biker rally. The activist was protesting the rally due to the environmental damage caused by the bikers. The activist was taped to the tree in an attempt to draw attention to their cause. The incident has sparked controversy and debate over the rights of activists to protest and the rights of bikers to ride.
6089,"Lawyer-couple who pointed guns at protesters are Black Lives Matter backers, Democrats and represent a police brutality victim.",Viral image,half-true,7485,"This lawyer-couple is a strong supporter of the Black Lives Matter movement, and they are both Democrats. They have also represented a victim of police brutality in the past. Recently, they were seen pointing guns at protesters who were marching past their home."
14581,"Says North Carolina’s ""Democratic Secretary of State"" controls the state's elections.",Social Media,false,7613,"North Carolina's Secretary of State is a Democratic official who is responsible for overseeing the state's elections. This includes registering voters, certifying election results, and ensuring that the voting process is fair and secure."
3142,"""Trump's Cabinet is more white and more male than any first Cabinet since President Ronald Reagan’s.""",Center for American Progress,mostly-true,6324,"President Donald Trump's Cabinet is the most white and male Cabinet since President Ronald Reagan's first Cabinet in 1981. It is composed of 24 white men, 4 white women, 1 black man, and 1 Asian woman. This is a stark contrast to the Cabinets of President Obama and President Clinton, which were more diverse and included more women."
5057,"""This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.""",Herb Conaway Jr.,mostly-true,4188,"This governor has been repeatedly cutting funding for people who have AIDS and need drugs to save their lives, which is a cruel and inhumane decision. This decision has caused a lot of suffering for those affected and has been widely criticized."
11578,"""Most of the (Affordable Care Act) has already in some sense been waived or otherwise suspended.""",George Will,barely-true,5104,"The Affordable Care Act has been largely suspended or waived, meaning that many of its provisions are no longer in effect. This includes the individual mandate, which required individuals to purchase health insurance or face a penalty, as well as other provisions such as the employer mandate, which required employers to provide health insurance to their employees. Other provisions, such as the expansion of Medicaid, remain in effect."
15464,"The CDC “adjusted the US Covid deaths from 153,504 to 9,210.”",Facebook posts,pants-fire,7548,"The CDC recently revised the number of US Covid deaths from 153,504 to 9,210. This is a significant decrease in the reported number of deaths, suggesting that the original number may have included deaths from other causes that were mistakenly attributed to Covid-19. The CDC has not yet provided an explanation for the discrepancy, but it is likely that the revised number is more accurate."
16659,"""The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House.""",Brian Sims,pants-fire,5915,"Right-wing extremists are attempting to gain a seat in the State House in order to push their conservative, anti-choice and anti-equality agenda. This could have a negative impact on the rights of individuals in the state, and could lead to further discrimination and inequality."
5659,"""And delivered more tax relief than the other Republicans combined.""",Rudy Giuliani,mostly-true,2937,This statement suggests that one Republican candidate has provided more tax relief than all of the other Republican candidates combined. This could mean that the candidate has proposed or implemented policies that have resulted in more tax relief than the other Republican candidates.
2887,"West Virginia University’s incoming freshman class has the ""highest-ever GPA""",E. Gordon Gee,mostly-true,6617,West Virginia University's incoming freshman class has achieved the highest-ever GPA in the school's history. This is a testament to the hard work and dedication of the students who have worked hard to achieve this impressive milestone. The university is proud of the incoming class and looks forward to seeing what they can accomplish in the future.
17099,The 2011 Legislature did not cut Texas public school funding.,Susan Combs,pants-fire,4477,"The 2011 Legislature in Texas did not reduce public school funding, despite the state facing a budget shortfall. This decision was made in order to protect the quality of education in the state. The Legislature instead chose to make cuts in other areas, such as health care and transportation, in order to balance the budget. This decision was praised by many education advocates, who argued that cutting public school funding would have had a negative impact on the quality of education in the state."
11086,"""David Simpson actually voted for driver's licenses for illegal immigrants.""",Bryan Hughes,barely-true,5813,"David Simpson is a politician who supports granting driver's licenses to illegal immigrants. He has taken a stance on the issue and has voted in favor of the policy. This is a controversial issue, as some people believe that granting driver's licenses to illegal immigrants is a form of amnesty and rewards people for breaking the law."
1319,"""Our pension system is the only one in the country that’s 100 percent funded.""",Scott Walker,true,4703,Our pension system is unique in that it is the only one in the country that is fully funded. This means that all of the money that is set aside for pensions is available and can be used to pay out benefits to retirees. This is a great benefit for those who are relying on their pensions for retirement income.
7319,"Today, ""the United States is the most respected country on Earth.""",Barack Obama,half-true,5630,"The United States is widely regarded as one of the most powerful and influential countries in the world. It is a leader in many areas, including economics, politics, and military strength. As a result, it is often seen as a symbol of stability and progress, and is respected by many countries around the world. Today, the United States is seen as the most respected country on Earth, and its influence continues to grow."
2650,"Says a study projects Wisconsin’s coronavirus cases will peak on April 26, 2020",Facebook posts,mostly-true,7393,"A recent study has projected that the peak of coronavirus cases in Wisconsin will occur on April 26, 2020. This study is based on current trends and data, and is subject to change depending on the effectiveness of social distancing and other preventative measures. It is important to continue to practice social distancing and other preventative measures to help reduce the spread of the virus and flatten the curve."
7514,"""The best evidence is that you lose -- if you use marijuana as a teenager regularly -- eight IQ points.""",Ruth Marcus,half-true,5321,"The best evidence suggests that regular marijuana use as a teenager can lead to a loss of eight IQ points. This is a significant decrease in cognitive ability and can have long-term effects on a person's life. It is important to be aware of the potential risks associated with marijuana use, especially during adolescence."
10160,"In Australia ""they went and confiscated all the guns. You know who did what Australia did? Venezuela.""",Matt Gaetz,barely-true,7161,"Australia implemented a gun buyback program in 1996, which resulted in the confiscation of over 650,000 firearms. This program was successful in reducing gun-related deaths and injuries in the country. Venezuela has also implemented a similar program, which has been met with mixed results."
17288,"""CNN did a poll recently where Obama and I are statistically tied.""",Donald Trump,pants-fire,4134,CNN recently conducted a poll which showed that Barack Obama and the person the poll was about are statistically tied in terms of popularity. This suggests that the two individuals have similar levels of support among the public.
1809,"""We’re losing almost 6,000 state jobs.""",Eddie Rodriguez,true,4190,"We're losing almost 6,000 state jobs, which is a significant number of jobs that will be lost in the state. This could have a major impact on the economy and the people who are losing their jobs. It is important to consider the long-term effects of this job loss and to provide support for those affected."
11472,"""Under Governor Crist, 3,000 teachers laid off.""",Rick Scott,barely-true,5287,"Under Governor Crist, 3,000 teachers were laid off, resulting in a decrease in the number of teachers in the state. This has had a negative impact on the education system, as fewer teachers means larger class sizes and less individual attention for students. It has also had a negative impact on the economy, as the teachers who were laid off have lost their jobs and are no longer contributing to the economy."
12538,"""700 jobs (were) lost because Allen Boyd"" voted for the health care bill.",National Republican Congressional Committee,barely-true,3907,"Allen Boyd, a former U.S. Representative from Florida, voted in favor of the health care bill in 2010, resulting in the loss of 700 jobs in his district. This decision was met with criticism from his constituents, who felt that the bill would have a negative impact on the local economy. Despite the backlash, Boyd stood by his decision, citing the potential benefits of the bill for the American people."
518,"""Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.""",John Kerry,true,6143,"Surveys have revealed that a large portion of citizens believe that a significant portion of the federal budget is allocated to foreign aid. Estimates range from 25% to 33%. However, the actual amount of the federal budget devoted to foreign aid is much lower, at around 1%."
3939,"""The reason why Cubans don't have access to 21st century telecommunications — like smart phones, like access to the Internet — is because it is illegal in Cuba.""",Marco Rubio,mostly-true,5464,"In Cuba, it is illegal to access 21st century telecommunications such as smart phones and the Internet. This means that Cubans do not have access to these technologies, which are commonplace in other parts of the world."
4787,"""Only 14 percent of Catholics agree with the Vatican's position that abortion should be illegal.""",Jon O'Brien,mostly-true,4484,"Only 14 percent of Catholics agree with the Vatican's position that abortion should be illegal, meaning that the majority of Catholics do not agree with the Vatican's stance on the issue. This suggests that the Catholic Church's stance on abortion is not widely accepted by its members."
9663,"“The federal government spent over $500k trying to force fish to exercise on treadmills, an additional $150k to see if gingerbread houses are earthquake proof.”",Josh Mandel,barely-true,7811,"The federal government has spent a large amount of money on two seemingly unrelated projects. The first project was to force fish to exercise on treadmills, which cost over $500,000. The second project was to see if gingerbread houses are earthquake proof, which cost an additional $150,000."
3528,"""There have not been any public safety issues"" in cities that allow transgender people to use the bathroom of the gender they identify as.",Chris Sgro,mostly-true,5920,"Overall, cities that allow transgender people to use the bathroom of the gender they identify as have not experienced any public safety issues. This suggests that allowing transgender people to use the bathroom of the gender they identify as does not pose a risk to public safety."
2494,"“I restored felons’ rights - 173,000 - more than any governor in the history of America.”",Terry McAuliffe,mostly-true,7766,"This statement is referring to a governor who has taken action to restore the rights of felons. This governor has restored the rights of 173,000 felons, which is more than any other governor in the history of America. This action is seen as a positive step towards criminal justice reform and restoring the rights of those who have served their time."
2530,"In Michigan, “we were able to really flatten” the racial disparity in COVID-19’s impact “and make significant progress.”",Garlin Gilchrist,mostly-true,7687,"Michigan has made significant progress in reducing the racial disparity in the impact of COVID-19. Through a combination of public health measures, increased testing, and targeted outreach, the state has been able to flatten the curve and reduce the disproportionate impact of the virus on minority communities."
11459,"Redskins is ""used historically"" as ""a term of respect.""",Pete Hegseth,barely-true,5259,"The Washington Redskins is a professional American football team based in Washington, D.C. The term ""Redskins"" has been used historically as a term of respect for Native Americans. It is also the name of the team's mascot. The team has faced criticism for its use of the term, and in 2020, the team announced that it would be changing its name and logo."
5170,"The House budget plan proposes ""the largest discretionary spending cut in history.""",Bob Goodlatte,mostly-true,4073,"The House budget plan proposes a drastic cut in discretionary spending, which is the money allocated for government programs and services. This cut would be the largest in history, and would affect a wide range of programs and services. The plan also includes tax cuts and other measures to reduce the federal deficit. It is unclear how the proposed cuts would affect the economy and the American people."
5590,John McCain has seven houses.,Barack Obama,mostly-true,3145,"John McCain is an American politician who has served in the United States Senate since 1987. He is known for his wealth and has seven houses across the United States. He owns a ranch in Arizona, a condominium in Arizona, a house in Virginia, a house in California, a house in Florida, a house in Maryland, and a house in Washington, D.C. He also owns a cabin in Sedona, Arizona."
4783,"There are ""49 different federal job training programs that report to eight agencies.""",Mitt Romney,mostly-true,4519,"49 different federal job training programs are available to help individuals gain the skills and knowledge needed to find employment. These programs are administered by eight different agencies, including the Department of Labor, the Department of Education, and the Department of Health and Human Services. These programs provide job seekers with access to resources such as job search assistance, career counseling, and job placement services."
10050,"""80% of children born in developing countries die of cancer each year.""",Michael McCaul,barely-true,7284,"This statement is false. In reality, only about 5% of children born in developing countries die of cancer each year. Cancer is still a major health concern in these countries, but it is not the leading cause of death among children. The leading causes of death among children in developing countries are malnutrition, infectious diseases, and complications from childbirth."
6333,"With the Trump tax law, ""70 percent of the benefits went to the wealthiest 1 percent.""",Sherrod Brown,half-true,6988,"The Trump tax law has been widely criticized for disproportionately benefiting the wealthiest 1 percent of Americans. According to analysis, 70 percent of the benefits from the law went to the wealthiest 1 percent, while the bottom 80 percent of Americans received only 13 percent of the benefits. This has led to increased inequality in the US, with the wealthy receiving a larger share of the tax cuts than the middle and lower classes."
16731,"Says Ted Cruz said: ""While there may have been an age difference, Josh Duggar’s transgressions are far less an affront to God than what gays do to each other.""",Facebook posts,pants-fire,5620,"Ted Cruz made a controversial statement in which he suggested that Josh Duggar's transgressions were less of an affront to God than what he believes gays do to each other. This statement was met with criticism from many people, who argued that it was wrong to compare the two and that it was offensive to the LGBTQ+ community."
12113,Says gas costs $4.50 a gallon.,David Dewhurst,barely-true,4450,"Gas costs $4.50 a gallon, which is an increase from previous prices. This is likely due to the rising cost of oil and other factors that affect the price of gas."
754,"When President Barack Obama said ISIS, or ISIL, was contained, he ""was responding very specifically to the geographic expansion of ISIL in Iraq and Syria.""",Ben Rhodes,true,5797,"President Barack Obama stated that ISIS, or ISIL, was contained in response to the geographic expansion of ISIL in Iraq and Syria. He was referring to the fact that ISIL had been stopped from expanding further in those two countries. This was seen as a success for the Obama administration, as they had been working to contain the terrorist group. However, the group has since been able to expand its influence in other countries, such as Libya, and has been able to carry out attacks in other parts of"
